name,review_text,rating,institution
Mridul Pareek,Well maintained library with very courteous staff.,5,IIT Gandhinagar Library
Venkatesha D,No Text,5,IIT Dharwad Library
Durgam Teja,No Text,5,IIT Dharwad Library
Rahul Cheryala,No Text,4,IIT Dharwad Library
Phani dhar,No Text,5,IIT Dharwad Library
SHASHI PRABHA,"Small library with almost all course books and some other books like novels, self help books , magazines, etc",4,IIT Dharwad Library
navneet s,No Text,5,IIT Kharagpur Library
Subhadeep Mitra,No Text,5,IIT Kharagpur Library
Sai Deepak Mara,No Text,4,IIT Kharagpur Library
Arun Chowdhury,No Text,4,IIT Kharagpur Library
Sandeep Kumar Maurya,"One of the best Library in India. It is established by Nehru. Here a good environment Digital Library is available and also the Seminar Hall is also available.
Here the library is divided into different sections like Medical, Digital,IIT,and also the Different hall for different departments.",5,IIT Kharagpur Library
Susanta Banerjee,Good &edu- friendly environment,5,IIT Kharagpur Library
Vamsikrishna,No Text,3,IIT Kharagpur Library
Siddhartha Kumar Sahoo,One of the largest and oldest libraries of the country,5,IIT Kharagpur Library
Sanhita Das,No Text,4,IIT Kharagpur Library
Demudu Babu,No Text,5,IIT Kharagpur Library
sujeet kumar,No Text,5,IIT Kharagpur Library
Abhinaba Pahari,Nice Place to sleep 😴😴 …,5,IIT Kharagpur Library
MOUSIKI SINGHA ROY,No Text,5,IIT Kharagpur Library
Satyam Kahali,No Text,4,IIT Kharagpur Library
SUMANTA DEY,No Text,5,IIT Kharagpur Library
Abinas Chopdar,No Text,5,IIT Kharagpur Library
Chandan Mondal,No Text,5,IIT Kharagpur Library
Rohan 12,Very peaceful,5,IIT Kharagpur Library
KASTURI CHAKRABORTY,No Text,4,IIT Kharagpur Library
Tejas Kumar,No Text,4,IIT Kharagpur Library
lakshman devi,Very large and nice but doesn't have more plug sockets for charging,5,IIT Kharagpur Library
Shivani Wagh,No Text,5,IIT Kharagpur Library
Shivam Sharma,No Text,4,IIT Kharagpur Library
Debojyoti Pati,"It's located in the academic area of IIT. Good environment for studying, gets noisy and clumsy during exam time. Have a digital library facility for the students who want to access research papers and other databases",4,IIT Kharagpur Library
Abhiraj,Books of you choice. Pickup what you like,5,IIT Kharagpur Library
PIYUSH TIWARI,Books not which is needed,3,IIT Kharagpur Library
Arundhati Sinharoy,Nice ambiance,5,IIT Kharagpur Library
KARANAM SAITEJA,No Text,4,IIT Kharagpur Library
Vivek Beniwal,No Text,5,IIT Kharagpur Library
Bhawani Shankar,No Text,5,IIT Kharagpur Library
Bhuvan,No Text,5,IIT Kharagpur Library
Soumyajit Mondal,No Text,4,IIT Kharagpur Library
Saurav Chowdhury,No Text,5,IIT Kharagpur Library
TECH INDIA,No Text,5,IIT Kharagpur Library
Zahid Ul Haq,No Text,4,IIT Kharagpur Library
Satya Prakash Behera,No Text,5,IIT Kharagpur Library
piano entertainment,No Text,5,IIT Kharagpur Library
Krishnakant Rawat,No Text,5,IIT Kharagpur Library
Vijaya Lakshmi,No Text,4,IIT Kharagpur Library
POWER ANIL,No Text,5,IIT Kharagpur Library
VIVEK UNADKAT,No Text,5,IIT Kharagpur Library
elambaruthi E,No Text,5,IIT Kharagpur Library
Sayan Das,No Text,5,IIT Kharagpur Library
shubham kumar,No Text,5,IIT Kharagpur Library
Aayush Mishra,No Text,5,IIT Kharagpur Library
Adarsh Patel,No Text,4,IIT Kharagpur Library
Kshitiz Katiyar,No Text,5,IIT Kharagpur Library
Brij Mohan,"It is located inside main academic campus. Well maintained and having three computers for visitors for auto search of books etc. For it is having chair and table. Besides, it also has sofa for comfotable sitting. It is having drinking water facility.",4,IIT Kharagpur Library
ashutosh tiwari,No Text,3,IIT Kharagpur Library
DEVESH ANAND,No Text,5,IIT Kharagpur Library
Abhijeet Nigam,No Text,5,IIT Kharagpur Library
Om Puri Gosain,No Text,5,IIT Kharagpur Library
sumit Adhikari,No Text,5,IIT Kharagpur Library
DeepRj,No Text,5,IIT Kharagpur Library
Last gaming ff,No Text,5,IIT Kharagpur Library
Dharmveer Singh,No Text,4,IIT Kharagpur Library
ATUL PANDEY,"Large place with all kinds of books, journals and periodicals..... equipped with almost everything you could imagine in a Library",5,IIT Kharagpur Library
Sujan Sarkar,No Text,5,IIT Kharagpur Library
Debanu Das,No Text,4,IIT Kharagpur Library
Prateek Amrawanshi,No Text,5,IIT Kharagpur Library
Yatika khandelwal,IIT-kharagpur's library is biggest one and very good place.,5,IIT Kharagpur Library
Raj Gokul,No Text,5,IIT Kharagpur Library
Durgesh Kumar Bhagat,No Text,5,IIT Kharagpur Library
Alugonda Arun,No Text,5,IIT Kharagpur Library
iadalangki law,No Text,5,IIT Kharagpur Library
Sourabh Choudhary,No Text,5,IIT Kharagpur Library
Bikram kr Ghorai,No Text,5,IIT Kharagpur Library
lalit ninoriya,No Text,4,IIT Kharagpur Library
Shivans Raj,No Text,5,IIT Kharagpur Library
Nirbhay Kumar,No Text,5,IIT Kharagpur Library
Divyanshu jha,No Text,4,IIT Kharagpur Library
Abhijeet Saini,No Text,4,IIT Kharagpur Library
Randheer Kumar,"Usually a lot of vacant seats but around the paper no seat at all.
Generally, Timing 8 am to 12 am.
Around the paper dates, timing 24×7",5,IIT Kharagpur Library
Supriyo Halder,No Text,4,IIT Kharagpur Library
Abinash Tripathy,No Text,5,IIT Kharagpur Library
Harsh Prakash,No Text,5,IIT Kharagpur Library
Rakhshan,No Text,3,IIT Kharagpur Library
Abhishek Kumar,No Text,5,IIT Kharagpur Library
Soumya M,Good experience,5,IIT Kharagpur Library
Sachin Yadav,Loved it,4,IIT Kharagpur Library
Aman Kumar,No Text,5,IIT Kharagpur Library
RUDRAKSH GUPTA,No Text,5,IIT Kharagpur Library
Tirlangi Abhilaash,No Text,5,IIT Kharagpur Library
Sayli Agashe,No Text,4,IIT Kharagpur Library
Arghadeep Mukherjee,No Text,5,IIT Kharagpur Library
Ajeet Kumar Shukla,No Text,4,IIT Kharagpur Library
Abhijith Akkala,No Text,5,IIT Kharagpur Library
Suraj Shet,No Text,5,IIT Kharagpur Library
Vijaykumar ganjikunta,No Text,4,IIT Kharagpur Library
Abir Dey,No Text,4,IIT Kharagpur Library
shreyansh bohidar,No Text,5,IIT Kharagpur Library
Sanjit Kumar,Nice🥰🥰🥰 …,5,IIT Kharagpur Library
Gautam Yadav,No Text,4,IIT Kharagpur Library
SANDIP KUMAR SAHOO,No Text,5,IIT Kharagpur Library
Krishna Vamshi,No Text,5,IIT Kharagpur Library
Swapnil Shekhar,No Text,5,IIT Kharagpur Library
Indranil Paul,No Text,5,IIT Kharagpur Library
Rupangshu Banik,No Text,5,IIT Kharagpur Library
Sreyash Layek,No Text,1,IIT Kharagpur Library
Bk Debabrata Samanta,No Text,5,IIT Kharagpur Library
Suresh Meena,No Text,5,IIT Kharagpur Library
Shubhendu Samanta,No Text,5,IIT Kharagpur Library
ajay patel,No Text,5,IIT Kharagpur Library
Pavan Kumar,No Text,4,IIT Kharagpur Library
Ramavath Suresh,No Text,5,IIT Kharagpur Library
Yadagiri Akkinepally,No Text,5,IIT Kharagpur Library
Souvik Dasgupta,One of the most important academic library in the country.,5,IIT Kharagpur Library
Prakash Hati,No Text,4,IIT Kharagpur Library
Pranjal Saheb,No Text,5,IIT Kharagpur Library
Dr. Lavanya V,No Text,5,IIT Kharagpur Library
Arka Prava Mandal,Great place to read,5,IIT Kharagpur Library
Anshu Ahirwar,No Text,5,IIT Kharagpur Library
SOUBHAGYA KUMAR,No Text,4,IIT Kharagpur Library
mohit kumar,No Text,5,IIT Kharagpur Library
Dr. Debabrata Ganguly,No Text,5,IIT Kharagpur Library
Madhukar Gosula,No Text,5,IIT Kharagpur Library
Prasanth Roy,No Text,5,IIT Kharagpur Library
Jasothan Venkatesan,No Text,5,IIT Kharagpur Library
Sushrut Kagde,No Text,5,IIT Kharagpur Library
Aaronyak Dewanji,No Text,3,IIT Kharagpur Library
Sharansh Vardhan,No Text,5,IIT Kharagpur Library
Ayush Kumar,No Text,5,IIT Kharagpur Library
Bharath karukola,No Text,5,IIT Kharagpur Library
Pritam Ray Sarkar,No Text,5,IIT Kharagpur Library
Susmita Dey,No Text,5,IIT Kharagpur Library
NARMALLA Hareeshwar,No Text,5,IIT Kharagpur Library
KarthickRaj Jayakumar,No Text,5,IIT Kharagpur Library
Animesh Ghosh,No Text,5,IIT Kharagpur Library
Ashish Barik,No Text,2,IIT Kharagpur Library
Uday Bhanu,No Text,5,IIT Kharagpur Library
sandhya manupati,No Text,5,IIT Kharagpur Library
Oliva Routh,International standard library with peaceful surrounding. 👌 . …,5,IIT Kharagpur Library
Prince Abraham,No Text,4,IIT Kharagpur Library
Sangam Verma,Fullly digitally library and one of the best library in  india,5,IIT Kharagpur Library
Ritwick Sen,No Text,5,IIT Kharagpur Library
samreeta purkait,No Text,5,IIT Kharagpur Library
Abrar Abdullah,No Text,5,IIT Kharagpur Library
Ananya Guha,No Text,5,IIT Kharagpur Library
Ankit Gadge,No Text,5,IIT Kharagpur Library
Jyoti Rawat,No Text,5,IIT Kharagpur Library
Arpit Das,No Text,5,IIT Kharagpur Library
Ninad Jadkar,No Text,1,IIT Kharagpur Library
Dhananjaya Swain,No Text,5,IIT Kharagpur Library
rishav raj anand,No Text,5,IIT Kharagpur Library
Gourav Mishra,No Text,5,IIT Kharagpur Library
Bhanu Sree,No Text,4,IIT Kharagpur Library
Kiran KJ,"Best, may be in whole India ( as i havent seen many libraries)
U will get every book and has a huge database
Huge library with enough seatings and proper organising and enough study materials, thesis, journals, papers etc.
The best place in IIT KGP in case of academics and has every facilities including wifi and computer labs.",5,IIT Kharagpur Library
Abhishek Patel,No Text,4,IIT Kharagpur Library
aviral singh,No Text,5,IIT Kharagpur Library
Gaurav Raj,No Text,5,IIT Kharagpur Library
sabya mukherjee,International standard library,5,IIT Kharagpur Library
KRITI SHUKLA,No Text,5,IIT Kharagpur Library
Parth Gupta,No Text,5,IIT Kharagpur Library
Ayush kumar,No Text,5,IIT Kharagpur Library
B Bhaskar Rao,No Text,5,IIT Kharagpur Library
Ranjan Kumar,No Text,4,IIT Kharagpur Library
Plawana Borthakur,No Text,5,IIT Kharagpur Library
Venkatesh Telu,No Text,5,IIT Kharagpur Library
Vrihad Anand Srivastav,No Text,5,IIT Kharagpur Library
manoj malipeddi,No Text,5,IIT Kharagpur Library
1000 SUBSCRIBERS with 1 VIDEO CHALLENGE,No Text,5,IIT Kharagpur Library
Anshu Goswami,No Text,5,IIT Kharagpur Library
bijoy biswas,No Text,5,IIT Kharagpur Library
Pradeep Kewat,No Text,5,IIT Kharagpur Library
Akshay Kaushik,No Text,5,IIT Kharagpur Library
shamim ansari,No Text,5,IIT Kharagpur Library
jawahar jyoti doley,No Text,5,IIT Kharagpur Library
Sai Sarath,No Text,5,IIT Kharagpur Library
Pragya,No Text,5,IIT Kharagpur Library
Lokendra Manoj,No Text,5,IIT Kharagpur Library
Subhabrata Chakraborty,No Text,5,IIT Kharagpur Library
SHIVA,No Text,5,IIT Kharagpur Library
Anupam Chauhan,No Text,5,IIT Kharagpur Library
Anshul Kumar,No Text,4,IIT Kharagpur Library
Ranjay maths,No Text,5,IIT Kharagpur Library
Mahantesh Koli,No Text,5,IIT Kharagpur Library
Aumprkash Sahoo,No Text,5,IIT Kharagpur Library
Dishant Satuley,No Text,5,IIT Kharagpur Library
Roshan Kumar Jha,No Text,5,IIT Kharagpur Library
diptimaya dash,No Text,5,IIT Kharagpur Library
Google Map,No Text,4,IIT Kharagpur Library
Somya Rawat,No Text,5,IIT Kharagpur Library
Pradip Jana,No Text,5,IIT Kharagpur Library
Triparna Mondal,No Text,5,IIT Kharagpur Library
Soham Pal,No Text,5,IIT Kharagpur Library
Ashutosh Agrawal,No Text,5,IIT Kharagpur Library
Subhadeep Paul,No Text,5,IIT Kharagpur Library
Farhana,No Text,5,IIT Kharagpur Library
Sravanthi Kannaiah,No Text,5,IIT Kharagpur Library
Bikash Das,Largest digital library in asia...,5,IIT Kharagpur Library
Sumit Chowdhury,No Text,5,IIT Kharagpur Library
Chandan Bhaumik,No Text,5,IIT Kharagpur Library
Soumyadeep Halder,No Text,5,IIT Kharagpur Library
Shashi Ranjan,No Text,5,IIT Kharagpur Library
Dhiyeri P Joy,No Text,5,IIT Kharagpur Library
Madhu Ranjan,No Text,5,IIT Kharagpur Library
Bharath Prakash,No Text,5,IIT Kharagpur Library
Navajyoth B,No Text,5,IIT Kharagpur Library
kathir velan,No Text,5,IIT Kharagpur Library
Vignesha M,No Text,5,IIT Kharagpur Library
Aswin Ak,No Text,5,IIT Kharagpur Library
Himadri Raha,No Text,5,IIT Kharagpur Library
Mahesh Kumar,Best place to study and meet people,5,IIT Kharagpur Library
Shanti Gopal Patra,Just awesome. One of the finest library in India.,5,IIT Kharagpur Library
Nigam Singh,No Text,5,IIT Kharagpur Library
Paras Malli,No Text,4,IIT Kharagpur Library
rachuri mukesh,No Text,5,IIT Kharagpur Library
Dilip Bhai,I am happy 🥰🥰🥰🥰🥰🥰👍👍👍👍 …,5,IIT Kharagpur Library
Karan kumar,"The Central Library of IIT Kharagpur is one of the largest and finest technical libraries in Asia. It has been catering to the needs of the ten thousand students of undergraduates, postgraduates, research scholar, seven hundred faculty members and more than thousand staff members of the 19 departments, 9 centres, 12 schools and 15 research facilities of the Institute. The Library is well equipped with modern facilities and resources (print and electronic) in various formats. It has also developed a full-fledged Digital Library equipped with necessary modern equipment in order to provide various Library services in digital mode.",5,IIT Kharagpur Library
chandan kumar,No Text,4,IIT Kharagpur Library
Sandeep Mahto,No Text,5,IIT Kharagpur Library
Diganta Hazong,Very good place to gain the knowledge,5,IIT Kharagpur Library
Shanmuk Srinivas Ravuru,Great collection,5,IIT Kharagpur Library
Saroj Sahu,No Text,5,IIT Kharagpur Library
Smruti Prakash Mallick,No Text,5,IIT Kharagpur Library
DEEPAK GORAI,Fantastic....,5,IIT Kharagpur Library
Atanu Patra,No Text,5,IIT Kharagpur Library
Abhradeep Majumder,No Text,5,IIT Kharagpur Library
Arvind Kumar,No Text,5,IIT Kharagpur Library
monali priyadarshini,No Text,4,IIT Kharagpur Library
Subhayu Mondal,No Text,5,IIT Kharagpur Library
Saksham Parashar,No Text,5,IIT Kharagpur Library
Souryadeep Chakrabarty,No Text,5,IIT Kharagpur Library
Surajit Mukherjee,No Text,5,IIT Kharagpur Library
Nishant Tiwari,No Text,5,IIT Kharagpur Library
TAMAL CHOWDHURY,No Text,5,IIT Kharagpur Library
PRAGATI BAG,No Text,5,IIT Kharagpur Library
Supratim Jana,No Text,5,IIT Kharagpur Library
Suman Mitra,No Text,5,IIT Kharagpur Library
Subhas Mishra,No Text,5,IIT Kharagpur Library
Neeraj Kumar 77,No Text,5,IIT Kharagpur Library
Abhijit Roy,No Text,5,IIT Kharagpur Library
Aniket Mandal,No Text,5,IIT Kharagpur Library
SaikAT MondAL,No Text,5,IIT Kharagpur Library
Sumeet Guha,No Text,5,IIT Kharagpur Library
Boudhayan Haldar,No Text,5,IIT Kharagpur Library
Debasis Das,Fully digital library with various database.,4,IIT Kharagpur Library
Priyanka Jass,No Text,5,IIT Kharagpur Library
Subhayan Roy,No Text,4,IIT Kharagpur Library
solomon,No Text,5,IIT Kharagpur Library
Aayush Airan,No Text,5,IIT Kharagpur Library
Hansraj meena,No Text,5,IIT Kharagpur Library
Tridib Nandi,No Text,5,IIT Kharagpur Library
Sayantan Das,No Text,5,IIT Kharagpur Library
Pranav Krishnan,"Go to place in KGP to study. Its kind of unbelievable how crowded the library gets just before exams (when it's open 24/7). Only gripe is how stuffy some halls can get. Lack of oxygen makes it hard to focus. Also, not enough water coolers.",4,IIT Kharagpur Library
